Captured information of Process Named: Firefox
GPU Engine names: 


CPU Usage(%), GPU Usage(%), GPU Engines use, RAM Memory(GBs)
------------------------------------------------------------
08/12/2019 0:51:16, 0, 0, [], 4,29296875
08/12/2019 0:51:18, 0, 0, [], 4,29296875
08/12/2019 0:51:19, 0, 0, [], 4,29296875
08/12/2019 0:51:21, 0, 0, [], 4,29296875
08/12/2019 0:51:22, 0, 0, [], 4,29296875
08/12/2019 0:51:23, 0, 0, [], 4,29296875
08/12/2019 0:51:25, 0, 0, [], 4,29296875
08/12/2019 0:51:26, 0, 0, [], 4,29296875
08/12/2019 0:51:27, 0, 0, [], 4,29296875
08/12/2019 0:51:29, 0, 0, [], 4,29296875
08/12/2019 0:51:30, 0, 0, [], 4,29296875
08/12/2019 0:51:31, 0, 0, [], 4,29296875
08/12/2019 0:51:33, 0, 0, [], 4,29296875
08/12/2019 0:51:34, 0, 0, [], 4,29296875
08/12/2019 0:51:35, 0, 0, [], 4,29296875
08/12/2019 0:51:37, 0, 0, [], 4,29296875
08/12/2019 0:51:38, 0, 0, [], 4,29296875
08/12/2019 0:51:39, 0, 0, [], 4,29296875
08/12/2019 0:51:41, 0, 0, [], 4,29296875
08/12/2019 0:51:42, 0, 0, [], 4,29296875
08/12/2019 0:51:43, 0, 0, [], 4,29296875
08/12/2019 0:51:45, 0, 0, [], 4,29296875
08/12/2019 0:51:46, 0, 0, [], 4,29296875
08/12/2019 0:51:47, 0, 0, [], 4,29296875
08/12/2019 0:51:49, 0, 0, [], 4,29296875
08/12/2019 0:51:50, 0, 0, [], 4,29296875
08/12/2019 0:51:51, 0, 0, [], 4,29296875
08/12/2019 0:51:53, 0, 0, [], 4,29296875
08/12/2019 0:51:54, 0, 0, [], 4,29296875
08/12/2019 0:51:55, 0, 0, [], 4,29296875
08/12/2019 0:51:57, 0, 0, [], 4,29296875
08/12/2019 0:51:58, 0, 0, [], 4,29296875
08/12/2019 0:51:59, 0, 0, [], 4,29296875
08/12/2019 0:52:01, 0, 0, [], 4,29296875
08/12/2019 0:52:02, 0, 0, [], 4,29296875
08/12/2019 0:52:03, 0, 0, [], 4,29296875
08/12/2019 0:52:05, 0, 0, [], 4,29296875
08/12/2019 0:52:06, 0, 0, [], 4,29296875
08/12/2019 0:52:07, 0, 0, [], 4,29296875
08/12/2019 0:52:09, 0, 0, [], 4,29296875
08/12/2019 0:52:10, 0, 0, [], 4,29296875
08/12/2019 0:52:11, 0, 0, [], 4,29296875
08/12/2019 0:52:13, 0, 0, [], 4,29296875
08/12/2019 0:52:14, 0, 0, [], 4,29296875
08/12/2019 0:52:15, 0, 0, [], 4,29296875
08/12/2019 0:52:17, 0, 0, [], 4,29296875
08/12/2019 0:52:18, 0, 0, [], 4,29296875
08/12/2019 0:52:19, 0, 0, [], 4,29296875
08/12/2019 0:52:21, 0, 0, [], 4,29296875
08/12/2019 0:52:22, 0, 0, [], 4,29296875
08/12/2019 0:52:23, 0, 0, [], 4,29296875
08/12/2019 0:52:25, 0, 0, [], 4,29296875
08/12/2019 0:52:26, 0, 0, [], 4,29296875
08/12/2019 0:52:27, 0, 0, [], 4,29296875
08/12/2019 0:52:29, 0, 0, [], 4,29296875
08/12/2019 0:52:30, 0, 0, [], 4,29296875
08/12/2019 0:52:31, 0, 0, [], 4,29296875
08/12/2019 0:52:33, 0, 0, [], 4,29296875
08/12/2019 0:52:34, 0, 0, [], 4,29296875
08/12/2019 0:52:35, 0, 0, [], 4,29296875
08/12/2019 0:52:37, 0, 0, [], 4,29296875
08/12/2019 0:52:38, 0, 0, [], 4,29296875
08/12/2019 0:52:39, 0, 0, [], 4,29296875
08/12/2019 0:52:41, 0, 0, [], 4,29296875
08/12/2019 0:52:42, 0, 0, [], 4,29296875
08/12/2019 0:52:43, 0, 0, [], 4,29296875
08/12/2019 0:52:45, 0, 0, [], 4,29296875
08/12/2019 0:52:46, 0, 0, [], 4,29296875
08/12/2019 0:52:47, 0, 0, [], 4,29296875
08/12/2019 0:52:48, 0, 0, [], 4,29296875
08/12/2019 0:52:50, 0, 0, [], 4,29296875
08/12/2019 0:52:51, 0, 0, [], 4,29296875
08/12/2019 0:52:53, 0, 0, [], 4,29296875
08/12/2019 0:52:54, 0, 0, [], 4,29296875
08/12/2019 0:52:55, 0, 0, [], 4,29296875
08/12/2019 0:52:57, 0, 0, [], 4,29296875
08/12/2019 0:52:58, 0, 0, [], 4,29296875
08/12/2019 0:52:59, 0, 0, [], 4,29296875
08/12/2019 0:53:01, 0, 0, [], 4,29296875
08/12/2019 0:53:02, 0, 0, [], 4,29296875
08/12/2019 0:53:03, 0, 0, [], 4,29296875
08/12/2019 0:53:05, 0, 0, [], 4,29296875
08/12/2019 0:53:06, 0, 0, [], 4,29296875
08/12/2019 0:53:07, 0, 0, [], 4,29296875
08/12/2019 0:53:09, 0, 0, [], 4,29296875
08/12/2019 0:53:10, 0, 0, [], 4,29296875
08/12/2019 0:53:11, 0, 0, [], 4,29296875
08/12/2019 0:53:13, 0, 0, [], 4,29296875
08/12/2019 0:53:14, 0, 0, [], 4,29296875
08/12/2019 0:53:16, 0, 0, [], 4,29296875
08/12/2019 0:53:17, 0, 0, [], 4,29296875
08/12/2019 0:53:18, 0, 0, [], 4,29296875
08/12/2019 0:53:20, 0, 0, [], 4,29296875
08/12/2019 0:53:
