Captured information of Process Named: Firefox
CPU Usage(%), GPU Usage(%), GPU Engines use, RAM Memory(GBs)
------------------------------------------------------------
09/12/2019 0:29:38, 0, 0, 89,63671875
09/12/2019 0:29:39, 0, 0, 89,640625
09/12/2019 0:29:41, 0, 0, 89,640625
09/12/2019 0:29:42, 0, 0, 89,640625
09/12/2019 0:29:44, 0, 0, 89,64453125
09/12/2019 0:29:45, 0, 0, 89,64453125
09/12/2019 0:29:47, 0, 0, 89,64453125
09/12/2019 0:29:48, 0, 0, 89,64453125
09/12/2019 0:29:50, 0, 0, 89,6484375
09/12/2019 0:29:51, 0, 0, 89,6484375
09/12/2019 0:29:53, 0, 0, 89,6484375
09/12/2019 0:29:54, 0, 0, 89,6484375
09/12/2019 0:29:55, 0, 0, 89,6484375
09/12/2019 0:29:57, 0, 0, 89,6484375
09/12/2019 0:29:58, 0, 0, 89,6484375
09/12/2019 0:30:00, 0, 0, 89,65234375
09/12/2019 0:30:01, 0, 0, 89,65234375
09/12/2019 0:30:03, 0, 0, 89,65234375
09/12/2019 0:30:04, 0, 0, 89,65625
09/12/2019 0:30:06, 0, 0, 89,65625
09/12/2019 0:30:07, 0, 0, 89,65625
09/12/2019 0:30:09, 0, 0, 89,66796875
09/12/2019 0:30:10, 0, 0, 89,66796875
09/12/2019 0:30:11, 0,625, 0, 89,671875
09/12/2019 0:30:13, 0, 0, 89,671875
09/12/2019 0:30:14, 0, 0, 89,67578125
09/12/2019 0:30:16, 0, 0, 89,67578125
09/12/2019 0:30:18, 0, 0, 89,67578125
------------------------------------------------------------
Average CPU %: 0,0223214285714286, Average GPU %: 0, Average RAM (MBs): 89,6538783482143
